cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,suggestion_conflict,label,notes
107dcedee69e_s011,107dcedee69e,ACM2278,2010-W33,yes,R4,1,1,This anomaly is particularly noteworthy since it is not characteristic of his role.,F001 visits to leak-publication sites=4 [NEW: unseen in prior 12wk],F002 visits to job-search sites=25 [own~25 max42] [peer~1 n223] ; F003 visits to cloud-storage sites=11 [own~9.50 max12] ; F004 distinct web domains visited=55 [own~53 max59] [peer~59 n223] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n223] ; F006 days with recorded activity=6 [own~5 max5] [peer~5 n223] ; F007 hour of earliest logon in the week=2 ; F008 hour of latest logon in the week=21,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
107dcedee69e_s012,107dcedee69e,ACM2278,2010-W33,yes,R4,1,1,"This behavior is not typical for him, as it hasn't been observed in the past 12 weeks.",F001 visits to leak-publication sites=4 [NEW: unseen in prior 12wk],F002 visits to job-search sites=25 [own~25 max42] [peer~1 n223] ; F003 visits to cloud-storage sites=11 [own~9.50 max12] ; F004 distinct web domains visited=55 [own~53 max59] [peer~59 n223] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n223] ; F006 days with recorded activity=6 [own~5 max5] [peer~5 n223] ; F007 hour of earliest logon in the week=2 ; F008 hour of latest logon in the week=21,false precision,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1f003e84ecfb_s003,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",8,8,"Additionally, 39 files were copied to removable media, significantly exceeding her typical range of 20.50.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1f003e84ecfb_s002,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",7,7,"Specifically, there were 3 logons outside working hours, which is above her usual range of 0.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,,grounded,
1f003e84ecfb_s001,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",5,5,Ingrid Liberty Kane's (ILK3668) activity was flagged for review due to unusual volume of logons outside her working hours and elevated number of files copied to removable media.,F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"Main clause asserts evidence fact (F001, F002) and all numbers trace to facts[]. Rule 1 fired.",,grounded,
1f003e84ecfb_s004,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",2,2,"This week's activity for User ILK3668, a StockroomClerk, has triggered two detection rules.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1f003e84ecfb_s005,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",2,2,The UEBA system flagged ILK3668's (Ingrid Liberty Kane) week (2011-W14) due to triggered rules.,F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1f003e84ecfb_s007,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",2,2,"This week, user ILK3668 (Ingrid Liberty Kane) triggered two anomaly detection rules.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
1f003e84ecfb_s008,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",2,2,This elevated file copying to removable media suggests potential data exfiltration or unauthorized data transfer.,F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,unverifiable,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,unverifiable,
1f003e84ecfb_s006,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",1,1,"These values are clearly above Ingrid's usual range, indicating a potential anomaly that warrants further investigation.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,Sentence contains speculative/hedge language ('warrants further investigation'); neither matches nor contradicts any fact; rule 5 fired.,,grounded,
1f003e84ecfb_s009,1f003e84ecfb,ILK3668,2011-W14,no,"R1,R2",1,1,"The primary evidence for this comes from two unusual events: [F001] logons outside working hours, which occurred three times, and [F002] files copied to removable media, which reached 39, significantly above their typical range of 20.50.",F001 logons outside working hours=3 [own~0 max2] ; F002 files copied to removable media=39 [own~20.50 max38],F003 logon events=10 [own~9 max11] [peer~5 n33] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n33] ; F006 removable device connections=6 [own~5 max10] ; F007 removable device connections outside working hours=0 [own~0 max0] ; F008 file operations=98 [own~60 max124] [peer~1 n33] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n33] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=13,grounded,"Main clause asserts evidence fact (F001, F002) and all numbers trace to facts[]. Rule 1 fired.",,grounded,
30e15748717a_s001,30e15748717a,AVH0566,2010-W42,no,R1,10,17,"AVH0566's recent logon pattern suggests they have been consistently logging in within their typical working hours, with an average of 1 logon outside those hours.",F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,hallucinated,Sentence contains speculative/hedge language ('suggests they'); neither matches nor contradicts any fact; rule 5 fired.,,hallucinated,"Own/current value swap: cites own-typical figure (1) as if it were the current anomalous value, omitting the actual value (4). Distinct hallucination shape."
30e15748717a_s003,30e15748717a,AVH0566,2010-W42,no,R1,4,3,This anomaly is the primary evidence for the triggered rule.,F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
30e15748717a_s005,30e15748717a,AVH0566,2010-W42,no,R1,3,2,"Ariel Venus Hooper, a Systems Engineer, had an unusual week in terms of logon activity.",F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,Resolved after initial pass to close a slice-boundary gap in review.
30e15748717a_s007,30e15748717a,AVH0566,2010-W42,no,R1,2,2,"This anomaly triggered rule R1, which flags unusual logon patterns.",F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
30e15748717a_s002,30e15748717a,AVH0566,2010-W42,no,R1,1,1,"This anomaly is particularly interesting given the absence of any other unusual activity, such as logons at the weekend or on different workstations.",F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
30e15748717a_s004,30e15748717a,AVH0566,2010-W42,no,R1,1,1,"This anomaly is most notable, as it stands out from the user's typical behavior.",F001 logons outside working hours=4 [own~1 max2],F002 logon events=9 [own~6 max7] [peer~5 n103] ; F003 logons at the weekend=0 [own~0 max0] ; F004 days with recorded activity=5 [own~5 max5] [peer~5 n103] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n103] ; F006 hour of earliest logon in the week=4 ; F007 hour of latest logon in the week=23,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",,grounded,
